protocolType	typeId	subsystemId	controllable	widget	type	uiClass	localPairing
1	4295950348	8	io:ElectricityMeterComponent	AtlanticMultiMeterElectricSensor	1	ElectricitySensor	1
1	4295950348	9	io:EnergyConsumptionSensorsConfigurationComponent	AtlanticMultiMeterElectricConfiguration	1	ElectricitySensor	1
1	4295950348	10	io:EnergyConsumptionSensorsHeatPumpComponent	AtlanticMultiMeterElectricHeatPump	1	ElectricitySensor	1
1	4303355904	0	io:SmokeIOSystemSensor	SmokeSensor	2	SmokeSensor	1
1	4303355906	0	io:SomfySmokeIOSystemSensor	SmokeSensor	2	SmokeSensor	1
1	4303683584	0	io:ContactIOSystemSensor	ContactSensor	2	ContactSensor	1
1	4303683586	0	io:SomfyContactIOSystemSensor	ContactSensor	2	ContactSensor	1
1	4303749120	0	io:OccupancyIOSystemSensor	OccupancySensor	2	OccupancySensor	1
1	4303749122	0	io:SomfyOccupancyIOSystemSensor	OccupancySensor	2	OccupancySensor	1
1	4303880192	0	io:RainIOSystemSensor	RainSensor	2	RainSensor	1
1	4303880194	0	io:SomfyRainIOSystemSensor	RainSensor	2	RainSensor	1
1	4311613440	1	io:WindowStateSensor	IntrusionEventSensor	2	ContactSensor	1
1	4311613440	2	io:IntrusionSensor	IntrusionSensor	2	ContactSensor	1
1	1103823241218	1	io:WindowStateSensor	IntrusionEventSensor	2	ContactSensor	1
1	1103823241218	2	io:SomfyIDEOIIntrusionSensor	IntrusionSensor	2	ContactSensor	1
1	2203334868994	1	io:SlidingWindowStateSensor	IntrusionEventSensor	2	ContactSensor	1
1	2203334868994	2	io:SomfyIDEOIIntrusionSensor	IntrusionSensor	2	ContactSensor	1
1	4311678976	0	io:GenericPulseSensor	unknown	2	unknown	1
1	8656978944	0	io:StackComponent	IOStack	5	ProtocolGateway	1
1	21475622912	0	io:BeaconIOComponent	Repeater	6	NetworkComponent	1
1	25836847104	0	io:IORemoteController	RemoteControllerOneWay	4	RemoteController	1
1	25836847616	0	io:KeygoController	RemoteControllerOneWay	4	RemoteController	1
1	25836847872	0	io:IzymoController	RemoteControllerOneWay	4	RemoteController	1
1	1099511628043	1	io:KizOThermV2IOComponent	KizOThermV2Bridge	1	HeatingSystem	0
1	1099511628043	2	io:KizOThermRoomTemperatureSensor	TemperatureSensor	2	TemperatureSensor	0
1	1099511628043	3	io:KizOThermBoilerTemperatureSensor	TemperatureSensor	2	TemperatureSensor	0
1	1099511628043	4	io:KizOThermDHWTemperatureSensor	TemperatureSensor	2	TemperatureSensor	0
1	1099511628043	5	io:KizOThermOutsideTemperatureSensor	TemperatureSensor	2	TemperatureSensor	0
1	1099511758850	0	io:RollerShutterWithLowSpeedManagementIOComponent	PositionableRollerShutterWithLowSpeedManagement	1	RollerShutter	1
1	1099511759106	0	io:GradHermeticIOComponent	PositionableOrOrientableRollerShutter	1	AdjustableSlatsRollerShutter	1
1	1099511824386	0	io:PergolaScreenIOComponent	PositionableAndStretchablePergolaScreen	1	Pergola	1
1	1099511889922	0	io:WindowOpenerUnoIOComponent	PositionableWindowUno	1	Window	1
1	1099511970306	0	io:DiscreteGarageOpenerWithPartialPositionIOComponent	PositionableGarageDoorWithPartialPosition	1	GarageDoor	1
1	1099512020994	0	io:DimmableLightIOComponent	DimmerLight	1	Light	1
1	1099512021250	0	io:DimmableRGBLightIOComponent	DimmerRGBColouredLight	1	Light	1
1	1099512021506	0	io:DimmableColorTemperatureLightIOComponent	DimmerColorTemperatureLight	1	Light	1
1	1099512035842	0	io:OnOffLightIOComponent	StatefulOnOffLight	1	Light	1
1	1099512101378	0	io:SlidingDiscreteGateOpenerIOComponent	SlidingDiscreteGateWithPedestrianPosition	1	Gate	1
1	1099512217602	0	io:LockUnlockDoorLockWithUnknownPositionIOComponent	LockUnlockDoorLockWithUnknownPosition	1	DoorLock	1
1	1099512283138	0	io:VerticalInteriorBlindUnoIOComponent	PositionableScreenUno	1	Screen	1
1	1099512610818	0	io:CyclicStandardReceiverIOComponent	CyclicGeneric	1	Generic	1
1	1099512611330	0	io:SwitchMicroModuleSomfyIOComponent	TimedOnOff	1	OnOff	1
1	1099512676354	0	io:HorizontalAwningUnoIOComponent	PositionableHorizontalAwningUno	1	Awning	1
1	1099512676610	0	io:PergolaHorizontalUnoIOComponent	PergolaHorizontalAwningUno	1	Pergola	1
1	1099512741888	0	io:ExteriorVenetianBlindWithWPIOComponent	PositionableExteriorVenetianBlindWithWP	1	ExteriorVenetianBlind	1
1	1099512872962	0	io:CurtainTrackUnoIOComponent	CurtainTrackUno	1	Curtain	1
1	1099513004034	0	io:SimpleExteriorHeatingIOComponent	DimmerExteriorHeating	1	ExteriorHeatingSystem	1
1	1099513018882	0	io:DiscreteExteriorHeatingIOComponent	DiscreteExteriorHeating	1	ExteriorHeatingSystem	1
1	1099513069836	1	io:AtlanticPassAPCHeatPumpMainComponent	AtlanticPassAPCHeatPump	1	HeatingSystem	0
1	1099513069836	2	io:AtlanticPassAPCDHWComponent	AtlanticPassAPCDHW	1	WaterHeatingSystem	0
1	1099513069836	3	io:AtlanticPassAPCOutsideTemperatureSensor	TemperatureSensor	2	TemperatureSensor	0
1	1099513069836	4	io:TotalElectricalEnergyConsumptionSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	1099513069836	5	io:DHWRelatedElectricalEnergyConsumptionSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	1099513069836	6	io:HeatingRelatedElectricalEnergyConsumptionSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	1099513069836	7	io:CoolingRelatedElectricalEnergyConsumptionSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	1099513069836	8	io:AtlanticPassAPCHeatingAndCoolingZoneComponent	AtlanticPassAPCHeatingAndCoolingZone	1	HeatingSystem	0
1	1099513069836	9	io:AtlanticPassAPCZoneTemperatureSensor	TemperatureSensor	2	TemperatureSensor	0
1	1099513069836	10	io:AtlanticPassAPCHeatingAndCoolingZoneComponent	AtlanticPassAPCHeatingAndCoolingZone	1	HeatingSystem	0
1	1099513069836	11	io:AtlanticPassAPCZoneTemperatureSensor	TemperatureSensor	2	TemperatureSensor	0
1	1099513069836	12	io:AtlanticPassAPCHeatingFossilEnergyConsumptionSensor	CumulativeFossilEnergyConsumptionSensor	2	ConsumptionSensor	0
1	1099513069836	13	io:AtlanticPassAPCECSFossilEnergyConsumptionSensor	CumulativeFossilEnergyConsumptionSensor	2	ConsumptionSensor	0
1	1099513069836	14	io:AtlanticPassAPCTotalFossilEnergyConsumptionSensor	CumulativeFossilEnergyConsumptionSensor	2	ConsumptionSensor	0
1	1099513397506	0	io:PositionableAndLockableSlidingWindowComponent	PositionableAndLockableSlidingWindow	1	Window	1
1	1099513528322	0	io:SimpleBioclimaticPergolaIOComponent	BioclimaticPergola	1	Pergola	1
1	2199025156098	0	io:SimpleBioclimaticPergolaIOComponent	BioclimaticPergola	1	Pergola	1
1	1099514970124	1	io:AtlanticDomesticHotWaterProductionIOComponent	DomesticHotWaterProduction	1	WaterHeatingSystem	1
1	1099514970124	2	io:DHWCumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	1
1	1099515035916	1	io:AtlanticElectricalTowelDryerIOComponent	AtlanticElectricalTowelDryer	1	HeatingSystem	0
1	1099515035916	2	io:OccupancyIOSystemDeviceSensor	OccupancySensor	2	OccupancySensor	0
1	1099515035916	3	io:LightIOSystemDeviceSensor	LuminanceSensor	2	LightSensor	0
1	1099515035916	4	io:RelativeHumidityIOSystemDeviceSensor	RelativeHumiditySensor	2	HumiditySensor	0
1	1099515035916	5	io:TemperatureInCelciusIOSystemDeviceSensor	TemperatureSensor	2	TemperatureSensor	0
1	1099515035916	6	io:CumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	1099515035916	7	io:TemperatureInCelciusIOSystemDeviceSensor	TemperatureSensor	2	TemperatureSensor	0
1	1103806726146	1	io:HeatingValveIOComponent	ValveHeatingTemperatureInterface	1	HeatingSystem	1
1	1103806726146	2	io:TemperatureIOSystemSensor	TemperatureSensor	2	TemperatureSensor	1
1	1103815311362	0	io:SomfyBasicContactIOSystemSensor	ContactSensor	2	ContactSensor	1
1	2199023386626	0	io:RollerShutterWithLowSpeedManagementIOComponent	PositionableRollerShutterWithLowSpeedManagement	1	RollerShutter	1
1	2199023386882	0	io:VRHollaIOComponent	PositionableOrProgressiveOrientableRollerShutter	1	AdjustableSlatsRollerShutter	1
1	2199023452162	0	io:VerticalExteriorAwningUnoIOComponent	PositionableScreenUno	1	ExteriorScreen	1
1	2199023598082	0	io:DiscreteGarageOpenerIOComponent	DiscretePositionableGarageDoor	1	GarageDoor	1
1	2199023729154	0	io:SlidingDiscreteGateOpenerIOComponent	SlidingDiscreteGateWithPedestrianPosition	1	Gate	1
1	2199023910914	0	io:VerticalInteriorBlindGenericIOComponent	PositionableScreen	1	Screen	1
1	2199024304130	0	io:AwningReceiverUnoIOComponent	PositionableHorizontalAwningUno	1	Awning	1
1	2199024304386	0	io:PergolaRailGuidedAwningIOComponent	PergolaHorizontalAwning	1	Pergola	1
1	2199024369666	0	io:ExteriorVenetianBlindUnoIOComponent	PositionableExteriorVenetianBlindUno	1	ExteriorVenetianBlind	1
1	2199026597900	1	io:AtlanticDomesticHotWaterProductionV3IOComponent	DomesticHotWaterProduction	1	WaterHeatingSystem	1
1	2199026597900	2	io:DHWCumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	1
1	2199026663692	1	io:AtlanticElectricalHeaterWithAdjustableTemperatureSetpointIOComponent	AtlanticElectricalHeaterWithAdjustableTemperatureSetpoint	1	HeatingSystem	0
1	2199026663692	2	io:TemperatureInCelciusIOSystemDeviceSensor	TemperatureSensor	2	TemperatureSensor	0
1	2199026663692	3	io:ContactIOSystemDeviceSensor	ContactSensor	2	ContactSensor	0
1	2199026663692	4	io:OccupancyIOSystemDeviceSensor	OccupancySensor	2	OccupancySensor	0
1	2199026663692	5	io:CumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	2203318353922	1	io:HeatingThermostatIOComponent	ThermostatHeatingTemperatureInterface	1	HeatingSystem	1
1	2203318353922	2	io:TemperatureIOSystemSensor	TemperatureSensor	2	TemperatureSensor	1
1	2203318353922	3	io:RelativeHumidityIOSystemSensor	RelativeHumiditySensor	2	HumiditySensor	1
1	3298535014402	0	io:RollerShutterUnoIOComponent	PositionableRollerShutterUno	1	RollerShutter	1
1	3298535079938	0	io:PergolaSideScreenIOComponent	PergolaSideScreen	1	Pergola	1
1	3298535225858	0	io:DiscreteGarageOpenerWithPartialPositionIOComponent	PositionableGarageDoorWithPartialPosition	1	GarageDoor	1
1	3298535356930	0	io:SlidingDiscreteGateOpenerIOComponent	SlidingDiscreteGateWithPedestrianPosition	1	Gate	1
1	3298535538690	0	io:VerticalInteriorBlindGenericIOComponent	PositionableScreen	1	Screen	1
1	3298535931906	0	io:HorizontalAwningIOComponent	PositionableHorizontalAwning	1	Awning	1
1	3298535997442	0	io:ExteriorVenetianBlindWithWP2IOComponent	PositionableExteriorVenetianBlindWithWP2	1	ExteriorVenetianBlind	1
1	3298538225676	1	io:AtlanticDomesticHotWaterProductionV2_AEX_IOComponent	DomesticHotWaterProduction	1	WaterHeatingSystem	1
1	3298538225676	2	io:DHWCumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	1
1	3298538291468	1	io:AtlanticElectricalHeaterWithAdjustableTemperatureSetpointIOComponent	AtlanticElectricalHeaterWithAdjustableTemperatureSetpoint	1	HeatingSystem	0
1	3298538291468	2	io:TemperatureInCelciusIOSystemDeviceSensor	TemperatureSensor	2	TemperatureSensor	0
1	3298538291468	3	io:ContactIOSystemDeviceSensor	ContactSensor	2	ContactSensor	0
1	3298538291468	4	io:OccupancyIOSystemDeviceSensor	OccupancySensor	2	OccupancySensor	0
1	3298538291468	5	io:CumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	3298538291468	6	io:AtlanticDimmableLightIOComponent	DimmerLight	1	Light	0
1	4398046642178	0	io:RollerShutterUnoIOComponent	PositionableRollerShutterUno	1	RollerShutter	1
1	4398046707714	0	io:DropArmAwningIOComponent	DropArmAwning	1	Awning	1
1	4398046853634	0	io:DiscreteGarageOpenerWithPartialPositionIOComponent	PositionableGarageDoorWithPartialPosition	1	GarageDoor	1
1	4398046984706	0	io:SlidingDiscreteGateOpenerIOComponent	SlidingDiscreteGateWithPedestrianPosition	1	Gate	1
1	4398047166466	0	io:VerticalInteriorBlindGenericIOComponent	PositionableScreen	1	Screen	1
1	4398047559682	0	io:HorizontalAwningIOComponent	PositionableHorizontalAwning	1	Awning	1
1	4398049853452	1	io:AtlanticDomesticHotWaterProductionV2_MURAL_IOComponent	DomesticHotWaterProduction	1	WaterHeatingSystem	1
1	4398049853452	2	io:DHWCumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	1
1	4398049919244	1	io:AtlanticElectricalTowelDryer_IC3_IOComponent	AtlanticElectricalTowelDryer	1	HeatingSystem	0
1	4398049919244	2	io:OccupancyIOSystemDeviceSensor	OccupancySensor	2	OccupancySensor	0
1	4398049919244	3	io:LightIOSystemDeviceSensor	LuminanceSensor	2	LightSensor	0
1	4398049919244	4	io:RelativeHumidityIOSystemDeviceSensor	RelativeHumiditySensor	2	HumiditySensor	0
1	4398049919244	5	io:TemperatureInCelciusIOSystemDeviceSensor	TemperatureSensor	2	TemperatureSensor	0
1	4398049919244	6	io:CumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	4398049919244	7	io:TemperatureInCelciusIOSystemDeviceSensor	TemperatureSensor	2	TemperatureSensor	0
1	4398049919244	8	core:WeatherSystemSensor	WeatherForecastSensor	2	WeatherSensor	0
1	5497558269954	0	io:RollerShutterGenericIOComponent	PositionableRollerShutter	1	RollerShutter	1
1	5497558335490	0	io:AwningValanceIOComponent	AwningValance	1	Awning	1
1	5497558481410	0	io:DiscreteGarageOpenerWithPartialPositionIOComponent	PositionableGarageDoorWithPartialPosition	1	GarageDoor	1
1	5497558612482	0	io:SlidingDiscreteGateOpenerIOComponent	SlidingDiscreteGateWithPedestrianPosition	1	Gate	1
1	5497558794242	0	io:VerticalInteriorBlindWithBatterySomfyIOComponent	PositionableScreen	1	Screen	1
1	5497559187458	0	io:HorizontalAwningIOComponent	PositionableHorizontalAwning	1	Awning	1
1	5497561481228	1	io:AtlanticDomesticHotWaterProductionV2_SPLIT_IOComponent	DomesticHotWaterProduction	1	WaterHeatingSystem	1
1	5497561481228	2	io:DHWCumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	1
1	5497561547020	1	io:AtlanticElectricalHeaterWithAdjustableTemperatureSetpointIOComponent	AtlanticElectricalHeaterWithAdjustableTemperatureSetpoint	1	HeatingSystem	0
1	5497561547020	2	io:TemperatureInCelciusIOSystemDeviceSensor	TemperatureSensor	2	TemperatureSensor	0
1	5497561547020	3	io:ContactIOSystemDeviceSensor	ContactSensor	2	ContactSensor	0
1	5497561547020	4	io:OccupancyIOSystemDeviceSensor	OccupancySensor	2	OccupancySensor	0
1	5497561547020	5	io:CumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	0
1	6597069897730	0	io:RollerShutterGenericIOComponent	PositionableRollerShutter	1	RollerShutter	1
1	14293651292162	0	io:RollerShutterWithBatterySomfyIOComponent	PositionableRollerShutter	1	RollerShutter	1
1	6597069963266	0	io:ScreenReceiverUnoIOComponent	PositionableScreenUno	1	ExteriorScreen	1
1	6597070109186	0	io:DiscreteGarageOpenerIOComponent	DiscretePositionableGarageDoor	1	GarageDoor	1
1	6597070240258	0	io:SlidingDiscreteFullyPedestriableGateOpenerIOComponent	SlidingDiscreteGateWithPedestrianPosition	1	Gate	1
1	6597073109004	1	io:AtlanticDomesticHotWaterProductionV2_TEC5_IOComponent	DomesticHotWaterProduction	1	WaterHeatingSystem	1
1	6597073109004	2	io:DHWCumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	1
1	7696581525506	0	io:RollerShutterGenericIOComponent	PositionableRollerShutter	1	RollerShutter	1
1	7696581591042	0	io:VerticalExteriorAwningIOComponent	PositionableScreen	1	ExteriorScreen	1
1	7696581868034	0	io:SlidingDiscreteFullyPedestriableGateOpenerIOComponent	SlidingDiscreteGateWithPedestrianPosition	1	Gate	1
1	7696584736780	1	io:AtlanticDomesticHotWaterProductionV2_CE_FLAT_C2_IOComponent	DomesticHotWaterProduction	1	WaterHeatingSystem	1
1	7696584736780	2	io:DHWCumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	1
1	8796093153282	0	io:RollerShutterGenericIOComponent	PositionableRollerShutter	1	RollerShutter	1
1	8796093218818	0	io:VerticalExteriorAwningIOComponent	PositionableScreen	1	ExteriorScreen	1
1	8796096364556	1	io:AtlanticDomesticHotWaterProductionV2_CE_S4_IOComponent	DomesticHotWaterProduction	1	WaterHeatingSystem	1
1	8796096364556	2	io:DHWCumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	1
1	9895604781058	0	io:MicroModuleRollerShutterSomfyIOComponent	PositionableRollerShutter	1	RollerShutter	1
1	9895604846594	0	io:VerticalExteriorAwningIOComponent	PositionableScreen	1	ExteriorScreen	1
1	9895607992332	1	io:AtlanticDomesticHotWaterProductionV2_CETHI_V4_IOComponent	DomesticHotWaterProduction	1	WaterHeatingSystem	1
1	9895607992332	2	io:DHWCumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	1
1	10995116408834	0	io:RollerShutterWithLowSpeedManagementIOComponent	PositionableRollerShutterWithLowSpeedManagement	1	RollerShutter	1
1	10995116474370	0	io:VerticalExteriorAwningIOComponent	PositionableScreen	1	ExteriorScreen	1
1	10995119620108	1	io:AtlanticDomesticHotWaterProductionV2_CV4E_IOComponent	DomesticHotWaterProduction	1	WaterHeatingSystem	1
1	10995119620108	2	io:DHWCumulatedElectricalEnergyConsumptionIOSystemDeviceSensor	CumulativeElectricPowerConsumptionSensor	2	ElectricitySensor	1
1	12094628036610	0	io:RollerShutterGenericIOComponent	PositionableRollerShutter	1	RollerShutter	1
1	12094628102146	0	io:VerticalExteriorAwningIOComponent	PositionableScreen	1	ExteriorScreen	1
1	13194139664386	0	io:RollerShutterGenericIOComponent	PositionableRollerShutter	1	RollerShutter	1
1	17592187158530	0	io:ExteriorVenetianBlindIOComponent	PositionableExteriorVenetianBlind	1	ExteriorVenetianBlind	1
1	18691698786306	0	io:ExteriorVenetianBlindWithWPIOComponent	PositionableExteriorVenetianBlindWithWP	1	ExteriorVenetianBlind	1
1	20890722041858	0	io:ExteriorVenetianBlindWithWP2IOComponent	PositionableExteriorVenetianBlindWithWP2	1	ExteriorVenetianBlind	1
1	35184373202946	0	io:ExteriorVenetianBlindIOComponent	PositionableExteriorVenetianBlind	1	ExteriorVenetianBlind	1
1	36283884830722	0	io:ExteriorVenetianBlindWithWPIOComponent	PositionableExteriorVenetianBlindWithWP	1	ExteriorVenetianBlind	1
1	38482908086274	0	io:ExteriorVenetianBlindWithWP2IOComponent	PositionableExteriorVenetianBlindWithWP2	1	ExteriorVenetianBlind	1
1	52776559247362	0	io:ExteriorVenetianBlindIOComponent	PositionableExteriorVenetianBlind	1	ExteriorVenetianBlind	1
1	53876070875138	0	io:ExteriorVenetianBlindWithWPIOComponent	PositionableExteriorVenetianBlindWithWP	1	ExteriorVenetianBlind	1
1	56075094130690	0	io:ExteriorVenetianBlindWithWP2IOComponent	PositionableExteriorVenetianBlindWithWP2	1	ExteriorVenetianBlind	1
1	25836848128	0	io:GenericOneWayController	RemoteControllerOneWay	4	RemoteController	1
1	25836848384	0	io:V500Controller	RemoteControllerOneWay	4	RemoteController	1
